Date,AMZN.Open,AMZN.High,AMZN.Low,AMZN.Close,Volume,RSI,RSIU,RSIL,MACD,MACDSig,MACDHist
12/11/2020,3096.66,3118.67,3072.82,3116.42,3083095.0,52.44,70.0,30.0,-9.24,-4.78,-4.46
12/14/2020,3143.0,3190.47,3126.0,3156.97,4155809.0,57.53,70.0,30.0,-7.55,-5.33,-2.22
12/15/2020,3181.01,3188.5,3130.49,3165.12,3323860.0,56.23,70.0,30.0,-5.49,-5.36,-0.13
12/16/2020,3176.01,3247.0,3163.68,3240.96,4430560.0,57.23,70.0,30.0,2.23,-3.84,6.07
12/17/2020,3250.0,3263.51,3221.0,3236.08,3474357.0,55.35,70.0,30.0,7.87,-1.5,9.37
12/18/2020,3243.99,3249.42,3171.6,3201.65,5995731.0,54.33,70.0,30.0,9.45,0.69,8.76
12/21/2020,3200.01,3226.97,3166.0,3206.18,3836957.0,47.96,70.0,30.0,10.94,2.74,8.2
12/22/2020,3202.84,3222.0,3180.08,3206.52,2381793.0,50.46,70.0,30.0,12.01,4.59,7.42
12/23/2020,3205.0,3210.13,3184.17,3185.27,2093789.0,49.78,70.0,30.0,11.02,5.88,5.14
12/24/2020,3193.9,3202.0,3169.0,3172.69,1451917.0,51.59,70.0,30.0,9.12,6.53,2.59
12/28/2020,3194.0,3304.0,3172.69,3283.96,5687099.0,64.86,70.0,30.0,16.39,8.5,7.89
12/29/2020,3309.94,3350.65,3281.22,3322.0,4882936.0,66.35,70.0,30.0,24.94,11.79,13.15
12/30/2020,3341.0,3342.1,3282.47,3285.85,3125519.0,72.39,70.0,30.0,28.47,15.13,13.34
12/31/2020,3275.0,3282.92,3241.2,3256.93,2957235.0,68.0,70.0,30.0,28.61,17.82,10.79
